componente_secundario,num_nodos_componente,id_origen,id_destino,distancia_directa_m,distancia_red_m,tiempo_red_s,tiempo_red_min,factor_rodeo,num_nodos_path_osm
3,39,6699,9843,489.21226690034405,849.0249168253027,72.33699298331632,1.2056165497219387,1.7354939241502196,11
7,12,9934,3498,424.77632947022744,703.6808131962176,51.47774346306413,0.8579623910510689,1.6565913973451258,7
8,11,6322,6306,458.9420438699615,702.3855563783358,84.28626676540028,1.4047711127566713,1.5304450001040928,10
11,6,10624,6345,312.70203788516767,340.52477425783576,40.862972910940286,0.6810495485156715,1.0889752320158697,7
12,5,5269,5268,458.72727033893636,908.7519646966848,65.4301414581613,1.0905023576360218,1.9810288671637988,3
